,NAME,ONLINE_ORDER,BOOK_TABLE,RATE,DISH_LIKED,APPROX_COST(FOR TWO PEOPLE)
255,A2B - Adyar Ananda Bhavan,Yes,No,3.8/5,"Pav Bhaji, Masala Dosa, Idli Vada, Filter Coffee, Pongal, Curd Rice, Kesari Bath",400
256,Srikrishna Bhavan,Yes,No,3.8/5,"Roti, Masala Dosa",300
258,Green Gardenia,Yes,No,3.8/5,"Masala Papad, Paneer Satay, Paneer Hyderabadi, Butter Naan, Roti",700
259,J Spice,Yes,No,3.8/5,"Stuffed Mushroom, Chicken Biryani, Jal-jeera",750
260,Karavali Family Restaurant,Yes,No,3.5/5,"Stuffed Mushroom, Chicken Biryani, Jal-jeera",500
261,Karavali Lunch Home,Yes,No,3.7/5,"Stuffed Mushroom, Chicken Biryani, Jal-jeera",350
262,Hatti Kaapi,Yes,No,4.0/5,"Filter Coffee, Tea, Hot Coffee, Hatti Samosa",200
263,Kolkata Kathi Roll's,Yes,No,3.6/5,"Filter Coffee, Tea, Hot Coffee, Hatti Samosa",250
264,Upahara Darshini,Yes,No,3.9/5,Masala Dosa,600
265,The Chaat Shop,Yes,No,2.5/5,"Badam Milk, Potato Twister, Pav Bhaji, Panipuri, Tikki Chaat, Cheese Cutlet",200
266,Anda Ka Funda,Yes,No,3.4/5,"Badam Milk, Potato Twister, Pav Bhaji, Panipuri, Tikki Chaat, Cheese Cutlet",250
267,Shri Vinayaka Ice N Juice,Yes,No,3.2/5,"Badam Milk, Potato Twister, Pav Bhaji, Panipuri, Tikki Chaat, Cheese Cutlet",150
269,Ibaco,Yes,No,3.9/5,"Badam Milk, Potato Twister, Pav Bhaji, Panipuri, Tikki Chaat, Cheese Cutlet",300
270,Jalaram Sweets,Yes,No,3.8/5,"Badam Milk, Potato Twister, Pav Bhaji, Panipuri, Tikki Chaat, Cheese Cutlet",250
271,Samskruti - Sanman Gardenia,Yes,No,4.1/5,"Roti, Butter Kulcha, Fried Rice, Tomato Soup, Curd Rice, Lunch Buffet, Paneer Tikka",550
272,Bendakaluru Bytes,Yes,No,3.2/5,"Roti, Butter Kulcha, Fried Rice, Tomato Soup, Curd Rice, Lunch Buffet, Paneer Tikka",300
273,Cocoa Bakes,Yes,No,3.6/5,"Roti, Butter Kulcha, Fried Rice, Tomato Soup, Curd Rice, Lunch Buffet, Paneer Tikka",350
274,Chumma Delicious,Yes,No,3.7/5,Chicken Biryani,200
275,New Prashanth Hotel,Yes,No,3.9/5,"Chicken Biryani, Ragi Mudde, Mutton Chops",650
276,SSV Upahar,Yes,No,NEW,"Chicken Biryani, Ragi Mudde, Mutton Chops",300
277,Dwaraka Grand,Yes,No,3.9/5,"Masala Dosa, Coffee",500
278,Gufha - The President Hotel,Yes,Yes,4.1/5,"Cocktails, Paneer Tikka, Rasmalai, Rabri, Masala Papad, Vegetable Biryani, Chicken Curry",1200
280,Tanna's Kitchen,Yes,No,3.1/5,"Cocktails, Paneer Tikka, Rasmalai, Rabri, Masala Papad, Vegetable Biryani, Chicken Curry",250
281,Shree Mandarathi Grand,Yes,No,3.7/5,"Cocktails, Paneer Tikka, Rasmalai, Rabri, Masala Papad, Vegetable Biryani, Chicken Curry",400
282,Mojo Pizza - 2X Toppings,Yes,No,4.2/5,"Veggie Pizza, Garlic Bread, Lava Cake, Chocolava, Spicy Paneer",600
283,Iceberg Icecreams,Yes,No,4.0/5,"Veggie Pizza, Garlic Bread, Lava Cake, Chocolava, Spicy Paneer",250
284,South Kitchen,Yes,No,4.3/5,"Kharabath, Crispy Vada, Filter Coffee, Idli Vada, Idli Chutney, Kesari Bath, Gulab Jamun",100
285,Chung Wah,Yes,No,3.7/5,"Noodles, Veg Momos, Chowmein, Schezwan Fried Rice, Clear Soup, Sweet Corn Soup, Chicken Wings",850
286,Shanthi Sagar,Yes,No,3.1/5,"Noodles, Veg Momos, Chowmein, Schezwan Fried Rice, Clear Soup, Sweet Corn Soup, Chicken Wings",400
287,Millet Mama,Yes,No,3.9/5,"Noodles, Veg Momos, Chowmein, Schezwan Fried Rice, Clear Soup, Sweet Corn Soup, Chicken Wings",200
288,Bangarpet Chat Express,Yes,No,3.3/5,"Noodles, Veg Momos, Chowmein, Schezwan Fried Rice, Clear Soup, Sweet Corn Soup, Chicken Wings",100
290,Prems Graama Bhojanam,Yes,No,4.3/5,"Veg Thali, Matka Kulfi, Pongal, Buttermilk, Vada, Ragi Mudde, Curd Rice",400
291,Java City,Yes,No,2.6/5,"Coffee, Sandwich, Hot Chocolate, Ice Tea, Sandwiches, Chicken Lasagne, Pizza",450
292,Kamat Bugle Rock,Yes,No,3.9/5,"Jowar Roti, Buttermilk, Jolada Rotti, Brinjal Curry, Coffee, Pongal, Vegetable Biryani",300
294,Puliyogare Point,Yes,No,4.2/5,"Sweet Pongal, Mini Idlis, Filter Coffee, Open Masala Dosa, Pakoda, Vada, Raagi Dosa",100
295,Bangalore Agarwal Bhavan,Yes,No,3.9/5,"Paratha, Coffee, Halwa, Lassi",400
296,Rustic Stove,Yes,No,3.8/5,"Vegetable Biryani, Pineapple Rasam, Cheese Garlic Naan, Potato Cheese Ball, Bamboo Chicken Biryani, Chicken Skewer, Fish",900
297,Udupi Ruchi Grand,Yes,No,4.2/5,"Vegetable Biryani, Pineapple Rasam, Cheese Garlic Naan, Potato Cheese Ball, Bamboo Chicken Biryani, Chicken Skewer, Fish",200
298,De Thaali,Yes,No,3.9/5,"Malai Kofta, Sandwich, Naan",550
300,Just Thindi,Yes,No,3.6/5,"Malai Kofta, Sandwich, Naan",200
301,Matru Sagar,Yes,No,3.6/5,"Coffee, Masala Dosa",250
302,Vasanth Vihar - Since 1965,Yes,No,3.6/5,"Coffee, Masala Dosa",150
303,Sea Spice by 7 Star,Yes,Yes,4.0/5,"Sea Food, Neer Dosa, Anjal Masala Fry, Coconut Pudding, Chicken Biryani, Roti, Fish Curry",1200
304,Desi Dawat,Yes,No,3.7/5,"Tandoori Chicken, Rolls",400
305,Cafe Aira,Yes,No,4.1/5,"Pasta, Nachos, Jalapeno Poppers, Burrito Bowl, Ferrero Rocher Shake, Falafal Sandwich, Banana Waffles",500
308,Mast Punjabi,Yes,No,2.6/5,Aloo Paratha,400
309,South Grand,Yes,No,3.4/5,Rava Dosa,400
311,The Pizzeria,Yes,No,2.8/5,Pesto Pizza,800
312,Cafe Zone,Yes,No,3.9/5,Pesto Pizza,300
313,Ruchis Point,Yes,No,3.8/5,"Sandwiches, Noodles, Sandwich",200
314,Firangi Bake,Yes,No,4.0/5,"Lasagne, Steak, Masala Quesadilla, Garlic Bread",600
315,The Royal Corner - Pai Viceroy,Yes,Yes,4.2/5,"Breakfast Buffet, Kulcha, Almond Soup, Lunch Buffet, Roti, Mocktails, Vegetarian",900
316,Hara Fine Dine,Yes,Yes,4.0/5,"Hara Bhara Kabab, Crispy Corn, Patiala Paneer, Panneer Butter Masala, Dum Biryani, Jal-jeera, Butter Naan",800
317,Chocoberry,Yes,No,3.5/5,"Waffles, Cup Cake, Chocolate Cake",400
318,Dakshin Grand,Yes,No,3.0/5,"Waffles, Cup Cake, Chocolate Cake",300
319,Sandwichwallas,Yes,No,3.7/5,"Waffles, Cup Cake, Chocolate Cake",200
320,Chai Mane,Yes,No,3.6/5,"Waffles, Cup Cake, Chocolate Cake",150
321,SLV Upachar,Yes,No,3.1/5,"Waffles, Cup Cake, Chocolate Cake",250
322,Waffle-A-Go Go,Yes,No,3.9/5,Waffles,400
323,Cross Road Cafe,Yes,No,3.9/5,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali",300
324,Anand Donne Biriyani,Yes,No,3.6/5,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali",200
325,Seven Star,Yes,No,3.4/5,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali",250
326,Stop 'N' Joy,Yes,No,3.8/5,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali",150
327,Sri Yaksha Shiv Sagar,Yes,No,3.6/5,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali",600
328,Fudge,Yes,No,3.8/5,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali",200
329,Just Bunny,Yes,No,3.5/5,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali",200
330,Bakers Town,Yes,No,3.8/5,"Freak Shake, Fries, Pasta Alfredo",650
331,Shree Mahalakshmi Sweets,Yes,No,3.2/5,"Freak Shake, Fries, Pasta Alfredo",100
332,Kaapi Kendra,Yes,No,3.7/5,"Freak Shake, Fries, Pasta Alfredo",100
333,Ivy,Yes,No,3.8/5,"Butter Chicken, Chicken Grill, Tandoori Chicken, Noodles, Biryani, Fried Rice Chicken",600
334,The Airos,Yes,No,4.1/5,"Pizza, Pasta, Nachos, Burgers, Sandwich, Tea, Cheese Balls",650
335,Chai Kraft,Yes,No,4.1/5,"Masala Chai, Coffee, Masala Tea, Maggi",100
337,South Point Pub,Yes,No,3.4/5,"Masala Chai, Coffee, Masala Tea, Maggi",800
338,The Trundle,Yes,No,3.7/5,"Salad, Mocktails, Chocolava, Pesto Pasta, Momos, Jasmine Rice, Tom Yum Soup",700
339,The Krishna Grand Xpress,Yes,No,4.0/5,"Vada, Masala Dosa, Idli",350
340,Sri Krishna Darshini,Yes,No,3.1/5,"Vada, Masala Dosa, Idli",200
341,Shringar Sweets & Snacks,Yes,No,3.5/5,"Vada, Masala Dosa, Idli",200
342,Udupi Grand,Yes,No,3.8/5,"Coffee, Masala Dosa, Vegetable Biryani",300
343,Ganesh Grand,Yes,No,3.7/5,"Coffee, Masala Dosa, Vegetable Biryani",300
344,Shreyas Upahar & Burger Point,Yes,No,3.0/5,"Coffee, Masala Dosa, Vegetable Biryani",200
346,Little Cafe,Yes,No,3.7/5,"Pasta, Pizza, Burgers, Pancakes, Garlic Bread",600
347,Mumbai Badam Milk & Lassi Center,Yes,No,3.6/5,"Pasta, Pizza, Burgers, Pancakes, Garlic Bread",100
348,Sri Krishna Sagar,Yes,No,3.2/5,"Pasta, Pizza, Burgers, Pancakes, Garlic Bread",400
349,Mylari Biryani Family Restaurant,Yes,No,3.7/5,"Pasta, Pizza, Burgers, Pancakes, Garlic Bread",400
350,1980s Games Cafe,Yes,No,3.4/5,"Maggi, Pasta, Burgers, Sandwiches, Fries",400
351,Kadala Tarangaa,Yes,No,3.6/5,"Sea Food, Neer Dosa",600
352,Namma Biryani,Yes,No,3.6/5,"Sea Food, Neer Dosa",250
353,Nandhanu's Rasoi,Yes,No,3.0/5,"Sea Food, Neer Dosa",400
354,Hotel Pork Paradise,Yes,No,3.7/5,"Sea Food, Neer Dosa",300
355,As On Fire,Yes,No,3.5/5,Pizza,400
356,J K Fish Land,Yes,No,3.6/5,Pizza,300
357,Curry Leaves,Yes,No,4.1/5,"Brownie, Mojito, Prawn Ghee Roast, Corn Tikki, Mushroom Ghee Roast, Pinacolada, Biryani",800
358,Lassi Shop,Yes,No,3.5/5,"Brownie, Mojito, Prawn Ghee Roast, Corn Tikki, Mushroom Ghee Roast, Pinacolada, Biryani",300
359,Magic Meals,Yes,No,3.7/5,"Biryani, Thick Shakes, Fries",400
360,Desi Cream Junction,Yes,Yes,3.7/5,Vegetarian,650
361,Drunken Monkey,Yes,No,3.8/5,Vegetarian,400
362,Ruchi's Corner,Yes,No,2.7/5,Vegetarian,200
363,Tandoori Bytes,Yes,No,3.6/5,Vegetarian,700
364,Bangalore Donne Biriyani,Yes,No,3.2/5,Vegetarian,300
365,SGS Non Veg - Gundu Pulav,Yes,No,3.8/5,Vegetarian,400
366,Keventers,Yes,No,3.7/5,Vegetarian,400
368,Navi Food Point,Yes,No,3.6/5,Vegetarian,200
369,Shawarma Inc,Yes,No,3.1/5,Vegetarian,250
370,The Cafe Nuts and Bolts,Yes,No,3.0/5,Vegetarian,500
371,AM WOW,Yes,No,3.4/5,Vegetarian,100
372,Lalbagh Grand,Yes,No,3.0/5,Vegetarian,250
373,Funjabi Curries,Yes,No,2.9/5,Vegetarian,500
374,Eat Repeat,Yes,No,3.9/5,"Sweet Pongal, Curd Rice",150
375,Salut,Yes,Yes,4.1/5,"Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken",1200
376,Nammura Donne Biriyani,Yes,No,3.5/5,"Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken",400
377,Lassi Stop,Yes,No,3.4/5,"Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken",150
378,Dakshin Kitchen,Yes,No,3.6/5,"Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken",100
379,Sri Sai Cafe,Yes,No,3.5/5,"Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken",200
380,Sri Sai 99 Variety Dosa,Yes,No,3.8/5,"Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken",300
381,Utsav Restaurant,Yes,No,3.8/5,"Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken",300
382,Crunch and Munch,Yes,No,3.7/5,"Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken",300
383,Food Geek,Yes,No,3.8/5,"Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken",350
384,Sri Krishna Aramane,Yes,No,3.7/5,"Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken",200
385,Great Indian Rolls,Yes,No,3.3/5,"Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken",100
386,Chats Point,Yes,No,3.4/5,"Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken",150
387,Food Point,Yes,No,3.5/5,"Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken",300
388,Swarga Ruchi,Yes,No,3.3/5,"Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken",200
389,Kolkata King,Yes,No,3.4/5,"Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken",300
390,Sandwich Mama's And Frozen Monster,Yes,No,3.8/5,"Waffles, Sandwiches, Maggi, Thick Shakes, Chocolate Sandwich",250
391,New Rajadhani Spicy,Yes,No,3.7/5,"Waffles, Sandwiches, Maggi, Thick Shakes, Chocolate Sandwich",700
392,Big Mishra Pedha,Yes,No,2.9/5,"Waffles, Sandwiches, Maggi, Thick Shakes, Chocolate Sandwich",250
393,VEGeatz,Yes,No,3.4/5,"Waffles, Sandwiches, Maggi, Thick Shakes, Chocolate Sandwich",200
394,Foodizo,Yes,No,3.6/5,"Waffles, Sandwiches, Maggi, Thick Shakes, Chocolate Sandwich",300
395,Food Springs,Yes,No,4.0/5,"Honey Chilli Potatoes, Nachos, Lemonade, Hakka Noodles, Babycorn Manchurian, Mushroom Manchurian, Spring Roll",400
396,Chung's Chinese Corner,Yes,No,3.9/5,"Manchow Soup, Momos, Wonton Soup, Chowmein, American Chopsuey, Chop Suey, Manchurian",700
397,Eurasia Pasta and Barbeque by Little Italy,Yes,Yes,4.1/5,"Pasta, Pizza, Nachos, Gelato, Ravioli, Jalapeno Poppers, Cocktails",1200
398,Goli Vada Pav No. 1,Yes,No,3.7/5,"Masala Vada Pav, Cheese Vada Pav, Fries",200
399,Ragoo's,Yes,No,3.9/5,"Corn Augratin, Lasagne, Fries, Garlic Bread, Pili Pili Pizza, Mexican Rice, Ravioli",800
400,Pure & Natural,Yes,No,3.9/5,"Salads, Sandwiches, Pasta, Mocktails, Corn Sandwich, Garden Salad, Miso Salad",500
401,Maiyas,Yes,No,4.0/5,"Coffee, Thali, Kharabath, Masala Dosa, Idli Vada, Vanilla Ice Cream, Bisi Bele Bhaath",200
402,Sip n Dine,Yes,No,3.6/5,"Veg Jaipuri, Neer Dosa, Kulcha, Pepper Chicken, Chilli Mushroom, Murgh Platter, Paneer Tikka",800
403,Cafe Mondo,Yes,No,3.7/5,"Pizza, Pasta Alfredo, Brownie, Garlic Bread, Sandwiches, Lemon Mojito, Mocha Fudge",600
404,Jalpaan,Yes,Yes,4.0/5,"Mocktails, Tomato Soup, Pasta, Nachos, Chaat, Potli Biryani, Lassi",900
405,Kataria's Pakwan,Yes,No,3.2/5,"Paratha, Lassi, Manchurian, Thali",400
406,Juicy Momos,Yes,No,3.5/5,"Rolls, Burgers, Juicy Momos, Chicken Momo, Chocolate Momos, Mushroom Momo, Paneer Momos",250
407,Amande Patisserie,Yes,No,4.0/5,"Macaroon, Mousse, Caramel Eclair",300
408,Anand Sweets and Savouries,Yes,No,3.9/5,"Dahi Papadi Chaat, Papdi Chaat, Bhel Puri, Paratha, Kachori, Thali, Masala Poori",400
409,Chicken Hunt,Yes,No,3.5/5,Chicken Grill,350
410,Swadesh Tadka,Yes,No,3.5/5,"Gulab Jamun, Roti, Masala Papad, Babycorn Manchurian, Paratha, Clear Soup, Biryani",600
411,Cane-O-La,Yes,No,3.8/5,"Sugarcane Juice, Popcorn",100
412,New Biryani Mane,Yes,No,3.7/5,"Egg Biryani, Tandoori Chicken, Fish, Rumali Roti",450
413,Upahara Darshini,Yes,No,3.8/5,"Rava Dosa, Roti, Masala Dosa, Kulcha, Sandwiches, Vada Pav, Idli",400
414,Karnataka Bhel House,Yes,No,4.1/5,"Masala Poori, Bhel Puri, Panipuri, Chaat, Dahipuri, Sev Puri, Dahi Aloo Puri",100
415,Sreeraj Lassi Bar,Yes,No,4.1/5,"Faluda, Mango Lassi, Sweet Lassi, Fruit Salad, Shrikhand, Matka Kulfi, Pudina Lassi",150
416,Juice Junction Food Court,Yes,No,3.7/5,"Faluda, Mango Lassi, Sweet Lassi, Fruit Salad, Shrikhand, Matka Kulfi, Pudina Lassi",200
417,Bunt's Biriyani Palace,Yes,No,3.0/5,"Neer Dosa, Sea Food, Pepper Chicken",400
418,Chai Point,Yes,No,3.2/5,"Ginger Chai, Ginger Tea, Banana Cake, Samosa, Masala Chai, Banana Walnut",250
419,Janahaar,Yes,No,3.8/5,"Masala Dosa, Idli, Filter Coffee, Medu Dosa",100
421,Utsav,Yes,No,3.7/5,"Paratha, Kachori, Tea, Lassi, Samosa, Vada Pav",200
422,Meat And Eat,Yes,No,3.1/5,"Paratha, Kachori, Tea, Lassi, Samosa, Vada Pav",500
423,Snacks Bite,Yes,No,3.0/5,"Paratha, Kachori, Tea, Lassi, Samosa, Vada Pav",400
424,The Spice Saga,Yes,No,3.7/5,"Biryani, Chicken Grill, Butter Chicken",750
425,Dakshin Cafe,Yes,No,3.7/5,"Biryani, Chicken Grill, Butter Chicken",100
427,Kaulige Millet Corner,Yes,No,3.3/5,"Biryani, Chicken Grill, Butter Chicken",150
428,Ifruit Ice Cream,Yes,No,3.3/5,"Biryani, Chicken Grill, Butter Chicken",150
429,Havmor,Yes,No,3.8/5,"Biryani, Chicken Grill, Butter Chicken",200
430,Grand Food,Yes,No,3.4/5,"Biryani, Chicken Grill, Butter Chicken",250
431,Dining Hut,Yes,No,3.5/5,"Biryani, Chicken Grill, Butter Chicken",400
433,Desi Swaad,Yes,No,3.5/5,"Biryani, Chicken Grill, Butter Chicken",400
434,Yummy Momos,Yes,No,3.2/5,"Biryani, Chicken Grill, Butter Chicken",200
435,Masale Daan,Yes,No,3.1/5,"Biryani, Chicken Grill, Butter Chicken",350
437,Grow Fit,Yes,No,3.6/5,"Biryani, Chicken Grill, Butter Chicken",500
440,Lassi Spot,Yes,No,3.3/5,"Biryani, Chicken Grill, Butter Chicken",100
441,Sandwich Hub,Yes,No,3.4/5,"Biryani, Chicken Grill, Butter Chicken",300
443,Udupi Sri Krishna Cafe,Yes,No,3.9/5,"Biryani, Chicken Grill, Butter Chicken",600
444,Starlite Bakery & Fastfood,Yes,No,3.7/5,"Biryani, Chicken Grill, Butter Chicken",300
445,Veganbreak24x7,Yes,No,2.8/5,"Biryani, Chicken Grill, Butter Chicken",199
446,Aadhya Hotel,Yes,No,3.3/5,"Biryani, Chicken Grill, Butter Chicken",800
447,Dodda Mane Baaduta,Yes,No,3.5/5,"Biryani, Chicken Grill, Butter Chicken",250
448,Swadd Kitchen,Yes,No,3.4/5,"Biryani, Chicken Grill, Butter Chicken",500
450,Happy Chopsticks,Yes,No,3.6/5,"Biryani, Chicken Grill, Butter Chicken",300
451,Sai Super Sandwich,Yes,No,NEW,"Biryani, Chicken Grill, Butter Chicken",200
452,Right Pizza,Yes,No,NEW,"Biryani, Chicken Grill, Butter Chicken",300
453,Udupi Upachar,Yes,No,3.3/5,"Biryani, Chicken Grill, Butter Chicken",500
454,Davanagere Benne Dose Hut,Yes,No,3.4/5,"Biryani, Chicken Grill, Butter Chicken",100
455,The Sip Shop,Yes,No,NEW,"Biryani, Chicken Grill, Butter Chicken",200
457,Subz,Yes,Yes,4.2/5,"Veg Buffet, Pasta, Salads, Rasmalai, Chaat, Biryani, Fries",1000
459,Sri Banashankari Upahara,Yes,No,NEW,"Veg Buffet, Pasta, Salads, Rasmalai, Chaat, Biryani, Fries",150
461,Mint and Mustard,Yes,No,4.0/5,"Paneer Tikka, Masala Papad, Garlic Naan",750
462,Chinese Square,Yes,No,3.9/5,"Paneer Tikka, Masala Papad, Garlic Naan",200
463,Hyderabad Express,Yes,No,NEW,"Paneer Tikka, Masala Papad, Garlic Naan",300
464,Punjabi Raswada,Yes,Yes,3.5/5,"Gajar Ka Halwa, Lassi, Jeera Rice, Shahi Paneer, Shikanji, Makke Ki Roti, Kofta Curry",800
465,Vinny's,Yes,Yes,4.2/5,"Pizza, Pasta, Garlic Bread, Nachos, Penne Alfredo, Mozzarella Sticks, Salad",800
466,Chetty's Corner,Yes,No,3.4/5,"Pizza, Pasta, Garlic Bread, Nachos, Penne Alfredo, Mozzarella Sticks, Salad",200
467,Kapoor's Cafe,Yes,No,4.2/5,"Lassi, French Fries, Cheese Balls, Paneer Pakora, Dal Makhani, Buttermilk, Cheese Paratha",800
468,Donne Biryani & Kabab Corner,Yes,No,3.3/5,"Lassi, French Fries, Cheese Balls, Paneer Pakora, Dal Makhani, Buttermilk, Cheese Paratha",200
469,Sukh Sagar,Yes,No,3.8/5,"Pav Bhaji, Chaat, Sandwiches, Coffee, Noodles, Masala Dosa, Roti",450
470,S M V Snacks Corner,Yes,No,3.7/5,"Pav Bhaji, Chaat, Sandwiches, Coffee, Noodles, Masala Dosa, Roti",200
471,Andhra Ruchulu,Yes,Yes,4.1/5,"Andhra Meal, Mutton Biryani, Chicken Sholay, Chicken Biryani, Chicken Guntur, Andhra Thali, Guava Ice Cream",1000
473,Steaming Mugs,Yes,No,3.9/5,"Fries, Oreo Shake, Pasta Arrabiata",700
475,Rajathadri Food Fort,Yes,No,4.0/5,"Butter Naan, Filter Coffee, Pav Bhaji, Vada, Babycorn Manchurian, Tea, Paneer Tikka Masala",600
476,Brew Meister,Yes,Yes,4.1/5,"Cocktails, Pasta, Paneer Tikka, Mocktails, Wheat Beer, Corn Paratha, Misal Pav",1500
477,Rasoi,Yes,No,3.3/5,"Lassi, Panneer Butter Masala, Paratha, Thali",300
478,Mr. Singh Da Dhaba,Yes,No,3.6/5,"Mughlai Paratha, Laccha Paratha, Rolls",300
479,Kababs N Biryani,Yes,No,3.4/5,"Mughlai Paratha, Laccha Paratha, Rolls",200
480,Ayodhya Upachar,Yes,No,4.3/5,"Panneer Butter Masala, Vada, Curd Rice, Idli, Jeera Rice, Naan, Kulcha",200
481,Biriyani Mane,Yes,No,3.8/5,"Biryani, Chilli Chicken, Neer Dosa",400
482,Cafe Ajfan,Yes,No,4.2/5,"Sandwiches, Pasta, Cobb Salad, Pizza, Burgers, Calzone, Fries",700
483,Brundhavana Food Point,Yes,No,4.0/5,Biryani,300
484,SLV Corner Restaurant,Yes,No,4.1/5,"Masala Dosa, Filter Coffee, Maddur Vada, Curd Vadai, Onion Dosa, Upma, Sunday Breakfast",550
485,Biryani Royals Garden,Yes,No,NEW,"Masala Dosa, Filter Coffee, Maddur Vada, Curd Vadai, Onion Dosa, Upma, Sunday Breakfast",500
486,Hotel New Karavali,Yes,No,3.8/5,"Masala Dosa, Filter Coffee, Maddur Vada, Curd Vadai, Onion Dosa, Upma, Sunday Breakfast",300
487,The Krishna Grand,Yes,No,3.9/5,"Spring Dosa, Coffee, Spring Roll, Masala Papad, Rava Idli, Panneer Butter Masala, Chaat",750
489,Roti Ghar,Yes,No,3.9/5,"Coffee, Spring Roll, Roti, Panneer Butter Masala, Noodles, Butter Naan, Masala Dosa",500
491,Multi Snacky Hub,No,No,NEW,"Coffee, Spring Roll, Roti, Panneer Butter Masala, Noodles, Butter Naan, Masala Dosa",200
492,Kettle & Kegs,Yes,No,3.2/5,"Coffee, Spring Roll, Roti, Panneer Butter Masala, Noodles, Butter Naan, Masala Dosa",200
493,Baisakhi,Yes,No,3.8/5,"Masala Chaach, Tomato Shorba, Gajar Ka Halwa, Biryani, Deluxe Punjabi Thali, Rajma, Paneer Tikka Masala",500
495,Poonam Sweets,No,No,4.4/5,"Dhokla, Jalebi, Badam Milk, Rabri, Rasgulla, Rasmalai, Samosa Kachori",150
499,Amma's Pastries,No,No,3.8/5,"Dhokla, Jalebi, Badam Milk, Rabri, Rasgulla, Rasmalai, Samosa Kachori",400
502,Polar Bear,Yes,No,3.9/5,"Sandwiches, Hot Chocolate Fudge, Strawberry Milkshake",400
504,Anand Sweets and Savouries,No,No,3.7/5,"Sandwiches, Hot Chocolate Fudge, Strawberry Milkshake",400
507,The Lassi and Juice Park,No,No,3.8/5,"Sandwiches, Hot Chocolate Fudge, Strawberry Milkshake",150
515,Corner Stone,No,No,3.6/5,"Sandwiches, Hot Chocolate Fudge, Strawberry Milkshake",300
518,Floured-Baked With Love,No,No,3.8/5,"Cup Cake, Chocolate Cake",400
521,Arun Ice Cream,No,No,3.4/5,"Cup Cake, Chocolate Cake",150
526,Melting Melodies,No,No,NEW,"Cup Cake, Chocolate Cake",300
527,Sweet N Swirl,No,No,3.2/5,"Cup Cake, Chocolate Cake",150
534,Gopi Ice Creams,No,No,NEW,"Cup Cake, Chocolate Cake",100
535,Sri Venkateshwara Sweet Meat Stall,No,No,4.0/5,"Mysore Pak, Pav Bhaji, Chaat, Masala Poori, Badam Milk, Paratha, Panipuri",400
536,Baskin Robbins,No,No,3.7/5,"Mysore Pak, Pav Bhaji, Chaat, Masala Poori, Badam Milk, Paratha, Panipuri",250
539,Srinivasa Brahmins Bakery,No,No,3.6/5,"Mysore Pak, Pav Bhaji, Chaat, Masala Poori, Badam Milk, Paratha, Panipuri",150
540,Jain Bakes,No,No,3.6/5,"Mysore Pak, Pav Bhaji, Chaat, Masala Poori, Badam Milk, Paratha, Panipuri",250
542,KC Das - Sweet Spot,No,No,3.6/5,"Mysore Pak, Pav Bhaji, Chaat, Masala Poori, Badam Milk, Paratha, Panipuri",200
545,Cake Yard,Yes,No,3.3/5,"Mysore Pak, Pav Bhaji, Chaat, Masala Poori, Badam Milk, Paratha, Panipuri",250
547,A2B Veg - Adyar Ananda Bhavan,Yes,No,2.7/5,Masala Dosa,400
553,My Tea House,Yes,Yes,NEW,Masala Dosa,500
561,Jcubez,No,Yes,3.8/5,"Beer, Chicken Wings, Chilli Chicken, Onion Rings, Fries",1300
